,DataFrame,Pollutant,MAE,RMSE,MAPE,R-squared
55,Plateau,Pm10,0.8027641093265805,0.9046584112757327,80.76816889044139,-0.225402011781213
56,Plateau,So2,7.852834137808737e-11,9.839227034758042e-11,29.479229450258327,-0.07480632048749492
57,Plateau,Co2,2.1366080013269913e-06,2.604873917829402e-06,0.5145646818721138,-5.255988292234881
58,Plateau,Co,1.712061504893572e-08,1.917061146157163e-08,10.285718523186,-0.20265298847163837
59,Plateau,So4,6.786529457554456e-11,7.887885739668278e-11,11.878563526417745,0.015938635388355715
60,Jigawa,Pm2.5,50.490552309381656,58.06084891241585,154.9275233781808,-0.047048095795042544
61,Jigawa,Pm10,0.9418086569342106,1.0755624083832453,53.033977526530165,-0.2604266730850573
62,Jigawa,So2,5.129983171452798e-11,6.060355642308533e-11,14.64420863287382,-0.16693869954583418
63,Jigawa,Co2,2.1788353478944636e-06,2.5662633304000537e-06,0.5236100733187417,-1.844302913815436
64,Jigawa,Co,1.3366870923243454e-08,1.5256967417198764e-08,8.409704981567804,-0.5539296867197088
65,Jigawa,So4,1.5731279563513488e-10,1.8681038042196475e-10,27.88041012873954,0.04259252618071507
66,Yobe,Pm2.5,62.26506111553601,70.51669820047763,171.20034556789406,-0.04753449092569184
67,Yobe,Pm10,0.8470062498140454,0.9551800615032517,45.51480870545413,-0.19009455892111715
68,Yobe,So2,2.3702881467916006e-11,3.5478591156695335e-11,13.826179115671586,-0.27924439888836083
69,Yobe,Co2,2.2036140863766667e-06,2.5020730240768442e-06,0.5296417926371949,-2.2128381054955693
70,Yobe,Co,1.2726007180835808e-08,1.3680664966543338e-08,7.7740933556308915,-0.05938198102036596
71,Yobe,So4,1.5058642527260292e-10,1.8096643010014525e-10,26.44271800327948,0.031486783777873506
72,Katsina,Pm2.5,45.34666062127416,51.42919735853278,157.21473825980058,-0.0757242532258815
73,Katsina,Pm10,1.044534663902809,1.1861643656317338,58.82068704322222,-0.693866578658457
74,Katsina,So2,6.169270871710754e-11,7.09571662789723e-11,16.510505122427922,-0.219547608577634
75,Katsina,Co2,2.6552682063831357e-06,3.206955793049938e-06,0.6383883255185776,-4.59652072268843
76,Katsina,Co,1.8971074933439336e-08,2.0736752630418772e-08,11.702475381882355,-1.5676144144443458
77,Katsina,So4,1.3859118084554159e-10,1.6686282017873918e-10,22.685952823096812,0.046791263028485686
78,Kano,Pm2.5,46.04929410608151,52.41088512184356,159.66570119901579,-0.072495319477893
79,Kano,Pm10,1.008289687573813,1.2249984255402104,63.79993204308274,-0.6282908712947435
80,Kano,So2,4.9862719299225196e-11,6.278082810037642e-11,9.75153122120962,-0.11365357879771665
81,Kano,Co2,2.177432297324934e-06,2.7459989112045437e-06,0.5232315065716903,-2.6234156656544365
82,Kano,Co,1.9825940232321747e-08,2.1379163059363958e-08,12.459237751734562,-1.8322459121910808
83,Kano,So4,1.550106184431855e-10,1.7912430439707826e-10,23.57174999223262,0.04658624607538586
84,Zamfara,Pm2.5,42.57574726821405,47.741060473239166,157.8426728522624,-0.08001081092903295
85,Zamfara,Pm10,0.8501570762441668,1.0107464212822992,55.24954188143566,-0.0998262109582646
86,Zamfara,So2,9.34898784508216e-11,1.3673816966229256e-10,31.00140514928199,-0.07045592218690966
87,Zamfara,Co2,2.3291010246691054e-06,2.6744647668188334e-06,0.5600795360962577,-3.4252042051578684
88,Zamfara,Co,1.3559006946102754e-08,1.5277505045739052e-08,8.12335870461177,-0.4310678736152649
89,Zamfara,So4,1.117376182089889e-10,1.2976259159308786e-10,21.56960521805602,-0.14785730423680876
